shared_distinct_shell_count,distinct_union_shell_count,union_shells,type_multiset_pair,pair_count
1,4,106 122 166 244,B B C|A B C,1
1,4,106 122 166 246,B B C|A B C,1
1,4,106 122 166 249,B B C|A B C,1
1,4,106 122 166 250,B B C|A B C,1
1,4,106 122 169 201,B B C|A B C,1
1,4,106 122 169 213,B B C|A B C,1
1,4,106 122 169 237,B B C|A B C,1
1,4,106 122 169 249,B B C|A B C,1
1,4,106 122 170 176,B C C|A B C,1
1,4,106 122 170 198,B C C|A B C,1
1,4,106 122 170 230,B C C|A B C,1
1,4,106 122 173 201,B B C|A B C,1
1,4,106 122 173 213,B B C|A B C,1
1,4,106 122 173 249,B B C|A B C,1
1,4,106 122 174 176,B B C|A B C,1
1,4,106 122 174 176,B C C|A B C,1
1,4,106 122 174 178,B B C|A B C,1
1,4,106 122 174 184,B B C|A B C,1
1,4,106 122 174 196,B B C|A B C,1
1,4,106 122 174 198,B B C|A B C,1
1,4,106 122 174 198,B C C|A B C,1
1,4,106 122 174 201,B B C|A B C,1
1,4,106 122 174 210,B B C|A B C,1
1,4,106 122 174 213,B B C|A B C,1
1,4,106 122 174 226,B B C|A B C,1
1,4,106 122 174 228,B B C|A B C,1
1,4,106 122 174 230,B C C|A B C,1
1,4,106 122 174 232,B B C|A B C,1
1,4,106 122 174 237,B B C|A B C,1
1,4,106 122 174 238,B B C|A B C,1
1,4,106 122 174 246,B B C|A B C,1
1,4,106 122 174 249,B B C|A B C,1
1,4,106 122 174 250,B B C|A B C,1
1,4,106 122 176 184,B C C|A B C,1
1,4,106 122 176 196,B C C|A B C,1
1,4,106 122 176 201,B B C|A B C,1
1,4,106 122 176 202,B C C|A B C,1
1,4,106 122 176 210,B C C|A B C,1
1,4,106 122 176 213,B B C|A B C,1
1,4,106 122 176 228,B C C|A B C,1
1,4,106 122 176 230,B C C|A B C,1
1,4,106 122 176 237,B B C|A B C,1
1,4,106 122 176 238,B C C|A B C,1
1,4,106 122 176 246,B C C|A B C,1
1,4,106 122 176 249,B B C|A B C,1
1,4,106 122 176 250,B C C|A B C,1
1,4,106 122 178 230,B C C|A B C,1
1,4,106 122 180 198,B C C|A B C,1
1,4,106 122 180 230,B C C|A B C,1
1,4,106 122 181 201,B B C|A B C,1
1,4,106 122 181 213,B B C|A B C,1
1,4,106 122 181 237,B B C|A B C,1
1,4,106 122 181 249,B B C|A B C,1
1,4,106 122 184 198,B C C|A B C,1
1,4,106 122 184 201,B B C|A B C,1
1,4,106 122 184 213,B B C|A B C,1
1,4,106 122 184 230,B C C|A B C,1
1,4,106 122 184 237,B B C|A B C,1
1,4,106 122 184 249,B B C|A B C,1
1,4,106 122 185 201,B B C|A B C,1
1,4,106 122 185 249,B B C|A B C,1
1,4,106 122 193 201,B B C|A B C,1
1,4,106 122 193 237,B B C|A B C,1
1,4,106 122 196 198,B C C|A B C,1
1,4,106 122 196 201,B B C|A B C,1
1,4,106 122 196 213,B B C|A B C,1
1,4,106 122 196 230,B C C|A B C,1
1,4,106 122 196 237,B B C|A B C,1
1,4,106 122 196 249,B B C|A B C,1
1,4,106 122 197 213,B B C|A B C,1
1,4,106 122 197 237,B B C|A B C,1
1,4,106 122 197 249,B B C|A B C,1
1,4,106 122 198 201,B B C|A B C,1
1,4,106 122 198 202,B C C|A B C,1
1,4,106 122 198 210,B C C|A B C,1
1,4,106 122 198 213,B B C|A B C,1
1,4,106 122 198 228,B C C|A B C,1
1,4,106 122 198 230,B C C|A B C,1
1,4,106 122 198 237,B B C|A B C,1
1,4,106 122 198 238,B C C|A B C,1
1,4,106 122 198 246,B C C|A B C,1
1,4,106 122 198 249,B B C|A B C,1
1,4,106 122 198 250,B C C|A B C,1
1,4,106 122 201 205,B B C|A B C,1
1,4,106 122 201 210,B B C|A B C,1
1,4,106 122 201 221,B B C|A B C,1
1,4,106 122 201 228,B B C|A B C,1
1,4,106 122 201 229,B B C|A B C,1
1,4,106 122 201 233,B B C|A B C,1
1,4,106 122 201 238,B B C|A B C,1
1,4,106 122 201 246,B B C|A B C,1
1,4,106 122 205 249,B B C|A B C,1
1,4,106 122 210 213,B B C|A B C,1
1,4,106 122 210 230,B C C|A B C,1
1,4,106 122 210 237,B B C|A B C,1
1,4,106 122 210 249,B B C|A B C,1
1,4,106 122 213 225,B B C|A B C,1
1,4,106 122 213 228,B B C|A B C,1
1,4,106 122 213 238,B B C|A B C,1
1,4,106 122 213 245,B B C|A B C,1
1,4,106 122 213 246,B B C|A B C,1
1,4,106 122 221 237,B B C|A B C,1
1,4,106 122 221 249,B B C|A B C,1
1,4,106 122 225 237,B B C|A B C,1
1,4,106 122 225 249,B B C|A B C,1
1,4,106 122 226 230,B C C|A B C,1
1,4,106 122 228 230,B C C|A B C,1
1,4,106 122 228 237,B B C|A B C,1
1,4,106 122 228 249,B B C|A B C,1
1,4,106 122 229 237,B B C|A B C,1
1,4,106 122 230 238,B C C|A B C,1
1,4,106 122 230 244,B C C|A B C,1
1,4,106 122 230 246,B C C|A B C,1
1,4,106 122 230 250,B C C|A B C,1
1,4,106 122 233 249,B B C|A B C,1
1,4,106 122 237 238,B B C|A B C,1
1,4,106 122 237 241,B B C|A B C,1
1,4,106 122 237 246,B B C|A B C,1
1,4,106 122 238 249,B B C|A B C,1
1,4,106 122 241 249,B B C|A B C,1
1,4,106 122 245 249,B B C|A B C,1
1,4,106 122 246 249,B B C|A B C,1
1,4,106 125 126 138,B C C|A B C,1
1,4,106 125 126 140,B C C|A B C,1
1,4,106 125 126 165,B B C|A B C,1
1,4,106 125 126 172,B C C|A B C,1
1,4,106 125 126 174,B C C|A B C,1
1,4,106 125 126 201,B B C|A B C,1
1,4,106 125 126 210,B C C|A B C,1
1,4,106 125 126 230,B C C|A B C,1
1,4,106 125 126 237,B B C|A B C,1
1,4,106 125 126 249,B B C|A B C,1
1,4,106 125 134 166,B C C|A B C,1
1,4,106 125 134 174,B C C|A B C,1
1,4,106 125 134 201,B B C|A B C,1
1,4,106 125 134 213,B B C|A B C,1
1,4,106 125 134 230,B C C|A B C,1
1,4,106 125 134 237,B B C|A B C,1
1,4,106 125 134 246,B C C|A B C,1
1,4,106 125 134 249,B B C|A B C,1
1,4,106 125 138 146,B C C|A B C,1
1,4,106 125 138 150,B C C|A B C,1
1,4,106 125 138 152,B C C|A B C,1
1,4,106 125 138 168,B C C|A B C,1
1,4,106 125 138 182,B C C|A B C,1
1,4,106 125 138 186,B C C|A B C,1
1,4,106 125 138 206,B C C|A B C,1
1,4,106 125 138 222,B C C|A B C,1
1,4,106 125 138 224,B C C|A B C,1
1,4,106 125 138 234,B C C|A B C,1
1,4,106 125 138 254,B C C|A B C,1
1,4,106 125 140 150,B C C|A B C,1
1,4,106 125 140 158,B C C|A B C,1
1,4,106 125 140 182,B C C|A B C,1
1,4,106 125 140 206,B C C|A B C,1
1,4,106 125 140 222,B C C|A B C,1
1,4,106 125 140 254,B C C|A B C,1
1,4,106 125 144 146,B C C|A B C,1
1,4,106 125 144 186,B C C|A B C,1
1,4,106 125 144 194,B C C|A B C,1
1,4,106 125 146 165,B B C|A B C,1
1,4,106 125 146 166,B C C|A B C,1
1,4,106 125 146 174,B C C|A B C,1
1,4,106 125 146 201,B B C|A B C,1
1,4,106 125 146 210,B C C|A B C,1
1,4,106 125 146 213,B B C|A B C,1
1,4,106 125 146 237,B B C|A B C,1
1,4,106 125 146 246,B C C|A B C,1
1,4,106 125 146 249,B B C|A B C,1
1,4,106 125 150 174,B C C|A B C,1
1,4,106 125 150 213,B B C|A B C,1
1,4,106 125 150 230,B C C|A B C,1
1,4,106 125 150 246,B C C|A B C,1
1,4,106 125 152 165,B B C|A B C,1
1,4,106 125 152 166,B C C|A B C,1
1,4,106 125 152 174,B C C|A B C,1
1,4,106 125 152 210,B C C|A B C,1
1,4,106 125 152 213,B B C|A B C,1
1,4,106 125 152 230,B C C|A B C,1
1,4,106 125 152 246,B C C|A B C,1
1,4,106 125 152 249,B B C|A B C,1
1,4,106 125 158 166,B C C|A B C,1
1,4,106 125 158 172,B C C|A B C,1
1,4,106 125 158 174,B C C|A B C,1
1,4,106 125 158 230,B C C|A B C,1
1,4,106 125 158 237,B B C|A B C,1
1,4,106 125 165 182,B B C|A B C,1
1,4,106 125 165 186,B B C|A B C,1
1,4,106 125 165 206,B B C|A B C,1
1,4,106 125 165 216,B B C|A B C,1
1,4,106 125 165 222,B B C|A B C,1
1,4,106 125 165 234,B B C|A B C,1
1,4,106 125 165 248,B B C|A B C,1
1,4,106 125 165 254,B B C|A B C,1
1,4,106 125 166 182,B C C|A B C,1
1,4,106 125 166 194,B C C|A B C,1
1,4,106 125 166 206,B C C|A B C,1
1,4,106 125 166 216,B C C|A B C,1
1,4,106 125 166 218,B C C|A B C,1
1,4,106 125 166 234,B C C|A B C,1
1,4,106 125 166 248,B C C|A B C,1
1,4,106 125 166 254,B C C|A B C,1
1,4,106 125 168 174,B C C|A B C,1
1,4,106 125 168 201,B B C|A B C,1
1,4,106 125 168 210,B C C|A B C,1
1,4,106 125 168 230,B C C|A B C,1
1,4,106 125 168 237,B B C|A B C,1
1,4,106 125 168 249,B B C|A B C,1
1,4,106 125 172 182,B C C|A B C,1
1,4,106 125 174 182,B C C|A B C,1
1,4,106 125 174 186,B C C|A B C,1
1,4,106 125 174 194,B C C|A B C,1
1,4,106 125 174 206,B C C|A B C,1
1,4,106 125 174 218,B C C|A B C,1
1,4,106 125 174 234,B C C|A B C,1
1,4,106 125 174 248,B C C|A B C,1
1,4,106 125 174 254,B C C|A B C,1
1,4,106 125 182 201,B B C|A B C,1
1,4,106 125 182 213,B B C|A B C,1
1,4,106 125 182 230,B C C|A B C,1
1,4,106 125 182 237,B B C|A B C,1
1,4,106 125 182 249,B B C|A B C,1
1,4,106 125 186 201,B B C|A B C,1
1,4,106 125 186 210,B C C|A B C,1
1,4,106 125 186 213,B B C|A B C,1
1,4,106 125 186 230,B C C|A B C,1
1,4,106 125 186 237,B B C|A B C,1
1,4,106 125 194 201,B B C|A B C,1
1,4,106 125 194 210,B C C|A B C,1
1,4,106 125 194 213,B B C|A B C,1
1,4,106 125 194 237,B B C|A B C,1
1,4,106 125 194 246,B C C|A B C,1
1,4,106 125 194 249,B B C|A B C,1
1,4,106 125 201 206,B B C|A B C,1
1,4,106 125 201 222,B B C|A B C,1
1,4,106 125 201 248,B B C|A B C,1
1,4,106 125 201 254,B B C|A B C,1
1,4,106 125 206 210,B C C|A B C,1
1,4,106 125 206 246,B C C|A B C,1
1,4,106 125 210 222,B C C|A B C,1
1,4,106 125 210 224,B C C|A B C,1
1,4,106 125 210 254,B C C|A B C,1
1,4,106 125 213 216,B B C|A B C,1
1,4,106 125 213 218,B B C|A B C,1
1,4,106 125 213 222,B B C|A B C,1
1,4,106 125 213 224,B B C|A B C,1
1,4,106 125 213 248,B B C|A B C,1
1,4,106 125 213 254,B B C|A B C,1
1,4,106 125 216 230,B C C|A B C,1
1,4,106 125 216 246,B C C|A B C,1
1,4,106 125 216 249,B B C|A B C,1
1,4,106 125 218 230,B C C|A B C,1
1,4,106 125 218 237,B B C|A B C,1
1,4,106 125 218 246,B C C|A B C,1
1,4,106 125 222 230,B C C|A B C,1
1,4,106 125 222 237,B B C|A B C,1
1,4,106 125 222 246,B C C|A B C,1
1,4,106 125 222 249,B B C|A B C,1
1,4,106 125 230 248,B C C|A B C,1
1,4,106 125 230 254,B C C|A B C,1
1,4,106 125 234 237,B B C|A B C,1
1,4,106 125 234 246,B C C|A B C,1
1,4,106 125 234 249,B B C|A B C,1
1,4,106 125 237 254,B B C|A B C,1
1,4,106 125 246 248,B C C|A B C,1
1,4,106 125 246 254,B C C|A B C,1
1,4,106 125 249 254,B B C|A B C,1
1,4,106 126 130 174,B B C|A B C,1
1,4,106 126 132 165,B B C|A B C,1
1,4,106 126 132 166,B B C|A B C,1
1,4,106 126 132 174,B B C|A B C,1
1,4,106 126 132 176,B C C|A B C,1
1,4,106 126 132 198,B C C|A B C,1
1,4,106 126 132 201,B B C|A B C,1
1,4,106 126 132 213,B B C|A B C,1
1,4,106 126 132 230,B C C|A B C,1
1,4,106 126 132 237,B B C|A B C,1
1,4,106 126 132 249,B B C|A B C,1
1,4,106 126 136 174,B B C|A B C,1
1,4,106 126 137 201,B B C|A B C,1
1,4,106 126 137 213,B B C|A B C,1
1,4,106 126 137 237,B B C|A B C,1
1,4,106 126 138 165,B B C|A B C,1
1,4,106 126 138 166,B B C|A B C,1
1,4,106 126 138 174,B B C|A B C,1
1,4,106 126 138 176,B C C|A B C,1
1,4,106 126 138 198,B C C|A B C,1
1,4,106 126 138 201,B B C|A B C,1
1,4,106 126 138 213,B B C|A B C,1
1,4,106 126 138 230,B C C|A B C,1
1,4,106 126 138 237,B B C|A B C,1
1,4,106 126 138 249,B B C|A B C,1
1,4,106 126 140 165,B B C|A B C,1
1,4,106 126 140 166,B B C|A B C,1
1,4,106 126 140 174,B B C|A B C,1
1,4,106 126 140 176,B C C|A B C,1
1,4,106 126 140 198,B C C|A B C,1
1,4,106 126 140 201,B B C|A B C,1
1,4,106 126 140 213,B B C|A B C,1
1,4,106 126 140 230,B C C|A B C,1
1,4,106 126 140 237,B B C|A B C,1
1,4,106 126 140 249,B B C|A B C,1
1,4,106 126 142 165,B B C|A B C,1
1,4,106 126 142 166,B B C|A B C,1
1,4,106 126 142 174,B B C|A B C,1
1,4,106 126 142 176,B C C|A B C,1
1,4,106 126 142 198,B C C|A B C,1
1,4,106 126 142 201,B B C|A B C,1
1,4,106 126 142 213,B B C|A B C,1
1,4,106 126 142 230,B C C|A B C,1
1,4,106 126 142 237,B B C|A B C,1
1,4,106 126 142 249,B B C|A B C,1
1,4,106 126 145 165,B B C|A B C,1
1,4,106 126 145 201,B B C|A B C,1
1,4,106 126 145 237,B B C|A B C,1
1,4,106 126 145 249,B B C|A B C,1
1,4,106 126 148 166,B B C|A B C,1
1,4,106 126 148 230,B C C|A B C,1
1,4,106 126 149 165,B B C|A B C,1
1,4,106 126 149 201,B B C|A B C,1
1,4,106 126 149 237,B B C|A B C,1
1,4,106 126 149 249,B B C|A B C,1
1,4,106 126 153 165,B B C|A B C,1
1,4,106 126 153 201,B B C|A B C,1
1,4,106 126 153 237,B B C|A B C,1
1,4,106 126 154 165,B B C|A B C,1
1,4,106 126 154 166,B B C|A B C,1
1,4,106 126 154 174,B B C|A B C,1
1,4,106 126 154 176,B C C|A B C,1
1,4,106 126 154 198,B C C|A B C,1
1,4,106 126 154 201,B B C|A B C,1
1,4,106 126 154 213,B B C|A B C,1
1,4,106 126 154 230,B C C|A B C,1
1,4,106 126 154 237,B B C|A B C,1
1,4,106 126 154 249,B B C|A B C,1
1,4,106 126 157 165,B B C|A B C,1
1,4,106 126 157 201,B B C|A B C,1
1,4,106 126 157 237,B B C|A B C,1
1,4,106 126 157 249,B B C|A B C,1
1,4,106 126 160 166,B B C|A B C,1
1,4,106 126 160 174,B B C|A B C,1
1,4,106 126 160 230,B C C|A B C,1
1,4,106 126 164 166,B B C|A B C,1
1,4,106 126 164 174,B B C|A B C,1
1,4,106 126 164 198,B C C|A B C,1
1,4,106 126 164 230,B C C|A B C,1
1,4,106 126 165 169,B B C|A B C,1
1,4,106 126 165 172,B B C|A B C,1
1,4,106 126 165 173,B B C|A B C,1
1,4,106 126 165 174,B B C|A B C,1
1,4,106 126 165 184,B B C|A B C,1
1,4,106 126 165 185,B B C|A B C,1
1,4,106 126 165 196,B B C|A B C,1
1,4,106 126 165 210,B B C|A B C,1
1,4,106 126 165 214,B B C|A B C,1
1,4,106 126 165 228,B B C|A B C,1
1,4,106 126 165 229,B B C|A B C,1
1,4,106 126 165 230,B B C|A B C,1
1,4,106 126 165 233,B B C|A B C,1
1,4,106 126 165 236,B B C|A B C,1
1,4,106 126 165 238,B B C|A B C,1
1,4,106 126 165 245,B B C|A B C,1
1,4,106 126 166 170,B B C|A B C,1
1,4,106 126 166 172,B B C|A B C,1
1,4,106 126 166 174,B B C|A B C,1
1,4,106 126 166 178,B B C|A B C,1
1,4,106 126 166 180,B B C|A B C,1
1,4,106 126 166 184,B B C|A B C,1
1,4,106 126 166 196,B B C|A B C,1
1,4,106 126 166 202,B B C|A B C,1
1,4,106 126 166 208,B B C|A B C,1
1,4,106 126 166 210,B B C|A B C,1
1,4,106 126 166 214,B B C|A B C,1
1,4,106 126 166 226,B B C|A B C,1
1,4,106 126 166 228,B B C|A B C,1
1,4,106 126 166 230,B B C|A B C,1
1,4,106 126 166 232,B B C|A B C,1
1,4,106 126 166 236,B B C|A B C,1
1,4,106 126 166 238,B B C|A B C,1
1,4,106 126 166 244,B B C|A B C,1
1,4,106 126 166 250,B B C|A B C,1
1,4,106 126 169 237,B B C|A B C,1
1,4,106 126 169 249,B B C|A B C,1
1,4,106 126 170 230,B C C|A B C,1
1,4,106 126 172 174,B B C|A B C,1
1,4,106 126 172 176,B C C|A B C,1
1,4,106 126 172 198,B C C|A B C,1
1,4,106 126 172 201,B B C|A B C,1
1,4,106 126 172 213,B B C|A B C,1
1,4,106 126 172 230,B C C|A B C,1
1,4,106 126 172 237,B B C|A B C,1
1,4,106 126 172 249,B B C|A B C,1
1,4,106 126 173 213,B B C|A B C,1
1,4,106 126 174 176,B C C|A B C,1
1,4,106 126 174 180,B B C|A B C,1
1,4,106 126 174 184,B B C|A B C,1
1,4,106 126 174 196,B B C|A B C,1
1,4,106 126 174 198,B C C|A B C,1
1,4,106 126 174 201,B B C|A B C,1
1,4,106 126 174 202,B B C|A B C,1
1,4,106 126 174 208,B B C|A B C,1
1,4,106 126 174 210,B B C|A B C,1
1,4,106 126 174 212,B B C|A B C,1
1,4,106 126 174 213,B B C|A B C,1
1,4,106 126 174 214,B B C|A B C,1
1,4,106 126 174 226,B B C|A B C,1
1,4,106 126 174 228,B B C|A B C,1
1,4,106 126 174 230,B B C|A B C,1
1,4,106 126 174 230,B C C|A B C,1
1,4,106 126 174 236,B B C|A B C,1
1,4,106 126 174 237,B B C|A B C,1
1,4,106 126 174 238,B B C|A B C,1
1,4,106 126 174 244,B B C|A B C,1
1,4,106 126 174 249,B B C|A B C,1
1,4,106 126 174 250,B B C|A B C,1
1,4,106 126 176 184,B C C|A B C,1
1,4,106 126 176 196,B C C|A B C,1
1,4,106 126 176 210,B C C|A B C,1
1,4,106 126 176 214,B C C|A B C,1
1,4,106 126 176 228,B C C|A B C,1
1,4,106 126 176 230,B C C|A B C,1
1,4,106 126 176 236,B C C|A B C,1
1,4,106 126 176 238,B C C|A B C,1
1,4,106 126 178 198,B C C|A B C,1
1,4,106 126 178 230,B C C|A B C,1
1,4,106 126 180 198,B C C|A B C,1
1,4,106 126 180 230,B C C|A B C,1
1,4,106 126 181 201,B B C|A B C,1
1,4,106 126 181 237,B B C|A B C,1
1,4,106 126 181 249,B B C|A B C,1
1,4,106 126 184 198,B C C|A B C,1
1,4,106 126 184 201,B B C|A B C,1
1,4,106 126 184 213,B B C|A B C,1
1,4,106 126 184 230,B C C|A B C,1
1,4,106 126 184 237,B B C|A B C,1
1,4,106 126 184 249,B B C|A B C,1
1,4,106 126 185 201,B B C|A B C,1
1,4,106 126 185 249,B B C|A B C,1
1,4,106 126 193 213,B B C|A B C,1
1,4,106 126 193 237,B B C|A B C,1
1,4,106 126 196 198,B C C|A B C,1
1,4,106 126 196 201,B B C|A B C,1
1,4,106 126 196 213,B B C|A B C,1
1,4,106 126 196 230,B C C|A B C,1
1,4,106 126 196 237,B B C|A B C,1
1,4,106 126 196 249,B B C|A B C,1
1,4,106 126 197 201,B B C|A B C,1
1,4,106 126 197 213,B B C|A B C,1
1,4,106 126 197 237,B B C|A B C,1
1,4,106 126 198 202,B C C|A B C,1
1,4,106 126 198 208,B C C|A B C,1
1,4,106 126 198 210,B C C|A B C,1
1,4,106 126 198 214,B C C|A B C,1
1,4,106 126 198 228,B C C|A B C,1
1,4,106 126 198 230,B C C|A B C,1
1,4,106 126 198 232,B C C|A B C,1
1,4,106 126 198 236,B C C|A B C,1
1,4,106 126 198 238,B C C|A B C,1
1,4,106 126 198 244,B C C|A B C,1
1,4,106 126 201 210,B B C|A B C,1
1,4,106 126 201 214,B B C|A B C,1
1,4,106 126 201 225,B B C|A B C,1
1,4,106 126 201 228,B B C|A B C,1
1,4,106 126 201 229,B B C|A B C,1
1,4,106 126 201 230,B B C|A B C,1
1,4,106 126 201 233,B B C|A B C,1
1,4,106 126 201 236,B B C|A B C,1
1,4,106 126 201 238,B B C|A B C,1
1,4,106 126 201 245,B B C|A B C,1
1,4,106 126 205 213,B B C|A B C,1
1,4,106 126 205 237,B B C|A B C,1
1,4,106 126 208 230,B C C|A B C,1
1,4,106 126 210 213,B B C|A B C,1
1,4,106 126 210 230,B C C|A B C,1
1,4,106 126 210 237,B B C|A B C,1
1,4,106 126 210 249,B B C|A B C,1
1,4,106 126 212 230,B C C|A B C,1
1,4,106 126 213 214,B B C|A B C,1
1,4,106 126 213 221,B B C|A B C,1
1,4,106 126 213 225,B B C|A B C,1
1,4,106 126 213 228,B B C|A B C,1
1,4,106 126 213 229,B B C|A B C,1
1,4,106 126 213 230,B B C|A B C,1
1,4,106 126 213 233,B B C|A B C,1
1,4,106 126 213 236,B B C|A B C,1
1,4,106 126 213 238,B B C|A B C,1
1,4,106 126 213 241,B B C|A B C,1
1,4,106 126 214 230,B C C|A B C,1
1,4,106 126 214 237,B B C|A B C,1
1,4,106 126 214 249,B B C|A B C,1
1,4,106 126 221 237,B B C|A B C,1
1,4,106 126 225 237,B B C|A B C,1
1,4,106 126 225 249,B B C|A B C,1
1,4,106 126 226 230,B C C|A B C,1
1,4,106 126 228 230,B C C|A B C,1
1,4,106 126 228 237,B B C|A B C,1
1,4,106 126 228 249,B B C|A B C,1
1,4,106 126 229 237,B B C|A B C,1
1,4,106 126 229 249,B B C|A B C,1
1,4,106 126 230 232,B C C|A B C,1
1,4,106 126 230 236,B C C|A B C,1
1,4,106 126 230 237,B B C|A B C,1
1,4,106 126 230 238,B C C|A B C,1
1,4,106 126 230 244,B C C|A B C,1
1,4,106 126 230 249,B B C|A B C,1
1,4,106 126 230 250,B C C|A B C,1
1,4,106 126 236 237,B B C|A B C,1
1,4,106 126 236 249,B B C|A B C,1
1,4,106 126 237 238,B B C|A B C,1
1,4,106 126 237 241,B B C|A B C,1
1,4,106 126 238 249,B B C|A B C,1
1,4,106 126 241 249,B B C|A B C,1
1,4,106 132 146 165,B B C|A B C,1
1,4,106 132 146 166,B B C|A B C,1
1,4,106 132 146 174,B B C|A B C,1
1,4,106 132 146 176,B C C|A B C,1
1,4,106 132 146 198,B C C|A B C,1
1,4,106 132 146 201,B B C|A B C,1
1,4,106 132 146 213,B B C|A B C,1
1,4,106 132 146 230,B C C|A B C,1
1,4,106 132 146 237,B B C|A B C,1
1,4,106 132 146 249,B B C|A B C,1
1,4,106 132 158 165,B B C|A B C,1
1,4,106 132 158 166,B B C|A B C,1
1,4,106 132 158 174,B B C|A B C,1
1,4,106 132 158 176,B C C|A B C,1
1,4,106 132 158 198,B C C|A B C,1
1,4,106 132 158 201,B B C|A B C,1
1,4,106 132 158 213,B B C|A B C,1
1,4,106 132 158 230,B C C|A B C,1
1,4,106 132 158 237,B B C|A B C,1
1,4,106 132 158 249,B B C|A B C,1
1,4,106 132 165 186,B B C|A B C,1
1,4,106 132 165 194,B B C|A B C,1
1,4,106 132 165 206,B B C|A B C,1
1,4,106 132 165 218,B B C|A B C,1
1,4,106 132 165 222,B B C|A B C,1
1,4,106 132 165 254,B B C|A B C,1
1,4,106 132 166 186,B B C|A B C,1
1,4,106 132 166 194,B B C|A B C,1
1,4,106 132 166 206,B B C|A B C,1
1,4,106 132 166 218,B B C|A B C,1
1,4,106 132 166 222,B B C|A B C,1
1,4,106 132 166 254,B B C|A B C,1
1,4,106 132 174 186,B B C|A B C,1
1,4,106 132 174 194,B B C|A B C,1
1,4,106 132 174 206,B B C|A B C,1
1,4,106 132 174 218,B B C|A B C,1
1,4,106 132 174 222,B B C|A B C,1
1,4,106 132 174 254,B B C|A B C,1
1,4,106 132 176 186,B C C|A B C,1
1,4,106 132 176 194,B C C|A B C,1
1,4,106 132 176 206,B C C|A B C,1
1,4,106 132 176 218,B C C|A B C,1
1,4,106 132 176 222,B C C|A B C,1
1,4,106 132 176 254,B C C|A B C,1
1,4,106 132 186 198,B C C|A B C,1
1,4,106 132 186 201,B B C|A B C,1
1,4,106 132 186 213,B B C|A B C,1
1,4,106 132 186 230,B C C|A B C,1
1,4,106 132 186 237,B B C|A B C,1
1,4,106 132 186 249,B B C|A B C,1
1,4,106 132 194 198,B C C|A B C,1
1,4,106 132 194 201,B B C|A B C,1
1,4,106 132 194 213,B B C|A B C,1
1,4,106 132 194 230,B C C|A B C,1
1,4,106 132 194 237,B B C|A B C,1
1,4,106 132 194 249,B B C|A B C,1
1,4,106 132 198 206,B C C|A B C,1
1,4,106 132 198 218,B C C|A B C,1
1,4,106 132 198 222,B C C|A B C,1
1,4,106 132 198 254,B C C|A B C,1
1,4,106 132 201 206,B B C|A B C,1
1,4,106 132 201 218,B B C|A B C,1
1,4,106 132 201 222,B B C|A B C,1
1,4,106 132 201 254,B B C|A B C,1
1,4,106 132 206 213,B B C|A B C,1
1,4,106 132 206 230,B C C|A B C,1
1,4,106 132 206 237,B B C|A B C,1
1,4,106 132 206 249,B B C|A B C,1
1,4,106 132 213 218,B B C|A B C,1
1,4,106 132 213 222,B B C|A B C,1
1,4,106 132 213 254,B B C|A B C,1
1,4,106 132 218 230,B C C|A B C,1
1,4,106 132 218 237,B B C|A B C,1
1,4,106 132 218 249,B B C|A B C,1
1,4,106 132 222 230,B C C|A B C,1
1,4,106 132 222 237,B B C|A B C,1
1,4,106 132 222 249,B B C|A B C,1
1,4,106 132 230 254,B C C|A B C,1
1,4,106 132 237 254,B B C|A B C,1
1,4,106 132 249 254,B B C|A B C,1
1,4,106 134 165 166,B B C|A B C,1
1,4,106 134 165 174,B B C|A B C,1
1,4,106 134 165 184,B B C|A B C,1
1,4,106 134 165 198,B B C|A B C,1
1,4,106 134 165 204,B B C|A B C,1
1,4,106 134 165 230,B B C|A B C,1
1,4,106 134 165 236,B B C|A B C,1
1,4,106 134 165 246,B B C|A B C,1
1,4,106 134 166 176,B C C|A B C,1
1,4,106 134 166 184,B B C|A B C,1
1,4,106 134 166 198,B B C|A B C,1
1,4,106 134 166 198,B C C|A B C,1
1,4,106 134 166 201,B B C|A B C,1
1,4,106 134 166 204,B B C|A B C,1
1,4,106 134 166 213,B B C|A B C,1
1,4,106 134 166 230,B B C|A B C,1
1,4,106 134 166 230,B C C|A B C,1
1,4,106 134 166 236,B B C|A B C,1
1,4,106 134 166 237,B B C|A B C,1
1,4,106 134 166 246,B B C|A B C,1
1,4,106 134 166 249,B B C|A B C,1
1,4,106 134 174 176,B C C|A B C,1
1,4,106 134 174 184,B B C|A B C,1
1,4,106 134 174 198,B B C|A B C,1
1,4,106 134 174 198,B C C|A B C,1
1,4,106 134 174 201,B B C|A B C,1
1,4,106 134 174 204,B B C|A B C,1
1,4,106 134 174 213,B B C|A B C,1
1,4,106 134 174 230,B B C|A B C,1
1,4,106 134 174 230,B C C|A B C,1
1,4,106 134 174 236,B B C|A B C,1
1,4,106 134 174 237,B B C|A B C,1
1,4,106 134 174 246,B B C|A B C,1
1,4,106 134 174 249,B B C|A B C,1
1,4,106 134 176 184,B C C|A B C,1
1,4,106 134 176 198,B C C|A B C,1
1,4,106 134 176 204,B C C|A B C,1
1,4,106 134 176 230,B C C|A B C,1
1,4,106 134 176 236,B C C|A B C,1
1,4,106 134 176 246,B C C|A B C,1
1,4,106 134 184 198,B C C|A B C,1
1,4,106 134 184 201,B B C|A B C,1
