gate,validation_family,status,included_in_declared_z_atlas_closure,concrete_promotion_closed,reason_not_z_atlas_gate,coordinate,Psi67_k6,Psi67_k7,D_R_minus_Sigma6_at_k6,D_R_minus_Sigma7_at_k6,D_R_minus_Sigma6_at_k7,D_R_minus_Sigma7_at_k7,D_Psi67_at_k6,D_Psi67_at_k7,min_abs_endpoint_tangent,endpoint_type,passes_source_short_crossing,passes_target_capture_repulsion,true_two_family_support_count,local_handoff_pair_count_shared_ge_2,local_replacement_type_count,local_replacement_shape_count,nonlocal_handoff_pair_count_shared_le_1,nonlocal_union_size_template_count,nonlocal_split_product_template_count,concrete_one_mode_support_pair_count,concrete_two_mode_support_pair_count,concrete_mode_refinement_status,concrete_two_mode_shapes,branch_audit_charts_checked,branch_audit_violation_count,branch_audit_exception_charts,beta_star_chart,beta_star_type_signature,beta_star_min_shell,beta_star_analytic_non_d_cap,beta_star_analytic_non_d_defect_floor,beta_star_analytic_status,beta_star_observed_max_R,beta_star_observed_max_signed_cross,beta_star_candidate_R_cap,beta_star_defect_scale,beta_star_candidate_defect_floor,beta_star_support_cap_target,beta_star_support_cap_defect_floor,beta_star_support_cert_value,beta_star_support_cert_interval_upper,beta_star_support_cert_interval_width,beta_star_support_cap_slack,beta_star_support_cap_margin_fraction,beta_star_support_cert_projected_grad_norm,beta_star_support_cert_hessian_counts,beta_star_support_cert_max_positive_hessian_diag,beta_star_support_cert_relay_worst_gradient,beta_star_support_cert_relay_improving_modes,beta_star_support_cert_status,beta_star_support_global_cert,beta_star_support_cert_source,beta_star_concrete_promotion_status,evidence,source_prefilter_json,source_handoff_json,source_mode_refinement_json,source_branch_merged_json,source_beta_branch_jsons
K67,shell_role_dense_validation,closed_shell_role_certificate_form_with_analytic_beta_discharge,True,True,"K67 is now included in the seed/dense Z_atlas closure: shell-role validation removes endpoint and broad branch rows, and the single beta_* concrete promotion residue is analytically discharged by the non-D high-shell branch envelope.",Psi67=S_{Sigma7_core}-S_{Sigma6_core},-0.0034125424560062026,0.0022963471637655834,-1.2249669148425621,-4.20350991011547,-44.4100109900247,-51.46994237829499,2.9785429952729077,7.059931388270286,2.9785429952729077,mixed_source_short_crossing_target_capture,True,True,0,245840,2,4,424185746,4,4,18931619,1031,concrete two-mode refinement witnesses detected; branch/charge classification required,"[{'distinct_union_shell_count': 4, 'one_mode_support_pair_count': 145151, 'replacement_shape': 'clean_distinct', 'replacement_type': 'B->A', 'shared_distinct_shell_count': 2, 'two_mode_support_pair_count': 673}, {'distinct_union_shell_count': 3, 'one_mode_support_pair_count': 764, 'replacement_shape': 'k6_duplicate;dropped_still_shared', 'replacement_type': 'B->A', 'shared_distinct_shell_count': 2, 'two_mode_support_pair_count': 0}, {'distinct_union_shell_count': 4, 'one_mode_support_pair_count': 81620, 'replacement_shape': 'clean_distinct', 'replacement_type': 'C->A', 'shared_distinct_shell_count': 2, 'two_mode_support_pair_count': 358}, {'distinct_union_shell_count': 3, 'one_mode_support_pair_count': 319, 'replacement_shape': 'k6_duplicate;dropped_still_shared', 'replacement_type': 'C->A', 'shared_distinct_shell_count': 2, 'two_mode_support_pair_count': 0}, {'distinct_union_shell_count': 5, 'one_mode_support_pair_count': 18550410, 'replacement_shape': 'clean_distinct', 'replacement_type': 'non_single_shell_replacement', 'shared_distinct_shell_count': 1, 'two_mode_support_pair_count': 0}, {'distinct_union_shell_count': 4, 'one_mode_support_pair_count': 153355, 'replacement_shape': 'k6_duplicate', 'replacement_type': 'non_single_shell_replacement', 'shared_distinct_shell_count': 1, 'two_mode_support_pair_count': 0}]",1031,3,70 80 142 -> 70 80 158,70 80 142 -> 70 80 158,"70(B), 80(C), 142(B), 158(A)",70,0.01494035761667992,0.9521547642428642,"closed by Corollary cor:k67-beta-star-analytic-non-d-discharge; no Type-D shell appears and N_beta=70, so C_supp <= 1/(8 sqrt(70)).",0.007482896093279123,0.01708637736737728,0.008,0.31226427,0.9743806744204196,0.015,0.9519637645382868,0.014174629213302698777821892535607273674256777733254,0.01417462921,1.758e-23,0.0008253707866972999,0.055024719113153334,1.150e-06,275 neg / 38 flat / 23 pos,1.376425e-10,-1.89517e-09,3,"PARTIAL (proj_grad=1.15e-06, 23 above-thresh positive Hessian entries)",PASS (P8 scan; 4096 starts),scripts\gap3\results\2026-06-14\certify_block_maximum_gpu_k3_shells_174734.txt,"load-bearing route is now analytic: beta_* is a non-D high-shell branch cell with C_supp <= 1/(8 sqrt(70)) and dense-defect floor above 0.952. The four-shell support replay and branch-specific R<=0.008 remain optional numerical corroboration/polish, not the proof dependency.","No true two-family shell-role bridge supports; local handoffs reduce to B->A/C->A replacement directions; nonlocal handoffs reduce to four product-loss templates; endpoint tangents give mixed source-short-crossing/target-capture collar; concrete refinement reduces the residual first to a finite clean B/C->A branch row and then to the single beta_* parallelogram cell, whose support is non-D with minimum shell 70 and is analytically dense-capped.",paper3\results\20260614_123030_calibrate_type_signature_envelopes_k67_preflight_v1\20260614_123030_k67_preflight.json,paper3\results\20260614_135301_calibrate_type_signature_envelopes_k67_handoff_reduction_v1\20260614_135301_k67_handoff_reduction.json,paper3\results\20260614_153838_calibrate_type_signature_envelopes_k67_mode_refinement_overlap_audit_v2_full_pairs\20260614_153838_k67_mode_refinement_overlap_audit.json,paper3\results\20260614_165554_audit_k45_two_mode_local_charts_k67_branch_twowitness_full_merged_v1\20260614_165554_k45_two_mode_local_chart_audit.json,paper3\results\20260614_173056_audit_k45_two_mode_local_charts_k67_beta_star_max_R_branch_v1\20260614_173056_k45_two_mode_local_chart_audit.json; paper3\results\20260614_173250_audit_k45_two_mode_local_charts_k67_beta_star_max_R_branch_v2\20260614_173250_k45_two_mode_local_chart_audit.json; paper3\results\20260614_174130_audit_k45_two_mode_local_charts_k67_beta_star_max_R_branch_v3_cap008_stress\20260614_174130_k45_two_mode_local_chart_audit.json
